date|event
1988|The US DoD chooses to adopt OSI and sees use of TCP/IP as an interim and the US Government OSI Profile (GOSIP) defines the set of protocols to be supported by Government purchased products
1988|"""ET"" released to home video (14 million presold)"
1988|"""Phantom of the Opera"" opens at Majestic Theater New York City NY for 4,000+ performances"
1988|15th Winter Olympics games close at Calgary, Canada
1988|15th Winter Olympics games open at Calgary, Canada
1988|2 British soldiers lynched in Belfast North Ireland
1988|26th Space Shuttle mission, Discovery 7 launched
1988|26th Space Shuttle Mission, Discovery 7 returns to Earth after 4-days
1988|3 Americans win Nobel in physics; 3 W Germans win chemistry Nobel
1988|3 IRA suspects were shot dead in Gibraltar by SAS officers
1988|31 reported dead as Ugandan jetliner crashes in fog near Rome
1988|3-judge panel of 9th US Circuit Court of Appeals in San Francisco strikes down Army's ban on homosexuals (later overturned by appeal)
1988|500 die in heavy rains in Rio de Janeiro Brazil
1988|596 dead after cyclone hits Bangladesh, half a million homeless
1988|900 die as earthquake hits China
1988|91 m radio telescope dish at Green Bank, WV collapses
1988|Airliner crashes in SW China, killing all 108 on board
1988|Alfredo Stroessner re-elected President of Paraguay
1988|Aloha Airlines Boeing 737 roof tears off in flight; kills stewardess
1988|Animal rights terrorists fire-bomb Harrod's department store, London
1988|Arab uprising in Israel begins
1988|Arafat meets prominent American Jews in Stockholm, Sweden
1988|Armenian SSR rocked by earthquake, 8 on Richter scale (55,000 die)
1988|Ashland Oil storage tank spills 3.8 million gallons, Pennsylvania
1988|"August Wilson's ""Piano Lesson"", premieres in Boston"
1988|Australia unveils 1st platinum coin (Koala)
1988|Australia's 200th anniversary-parade of tall ships in Sydney Harbor
1988|Austrian President Waldheim's war record investigated
1988|"Avalanche at Swiss Ski resort ""Klosters"" nearly kills Prince Charles"
1988|Barbara C Harris of Mass, elected 1st woman Episcopal bishop
1988|Benazir Bhutto named 1st female PM of a Moslem country (Pakistan)
1988|Benazir Bhutto wins 1st free Pakistani elections in 11 years
1988|Bonnie Blair (US) wins Olympics 500 meter speed skating in record 39.1
1988|Brian Boitano wins Olympics gold medal in figure skating
1988|Britain bans broadcast interviews with IRA members
1988|Britain ends suspects right to remain silent in crackdown on IRA
1988|British £ note ceases to be legal tender, replaced by £ coin
1988|Bulgaria stops jamming Radio Free Europe after more than 30 years
1988|Canada`s Ben Johnson stripped of his 100-m gold failing drug test
1988|Canada's Supreme court declares anti-abortion law unconstitutional
1988|Canadian Senate OK's free trade pact; with US
1988|Car bomb kills 7 Israelis, wounds 11 near Lebanon border
1988|Carlos Lehder Rivas, of Colombia's Medellín drug cartel, is convicted in Florida for smuggling more than 3 tons of cocaine into US
1988|Cease fire between Iran & Iraq takes effect after 8 years of war
1988|Challenger Center opens its classroom doors in Houston
1988|China announces a herbal male contraceptive
1988|China confirms earthquake death toll will rise above current 938
1988|Computer virus strikes Pentagon, SDI research lab & 6 universities
1988|Convention on exploitation of Antarctic mineral resources signed
1988|Cornell confirms graduate student source of worst computer sabotage to date
1988|Crippled soviet Soyuz TM-5 lands safely with 2 cosmonauts aboard
1988|Cyclone lashes Bangladesh, Eastern India; 317 killed
1988|Deep Rover 1-man research submarine unveiled at Crater Lake, Oregon
1988|Discovery of most distant galaxy (15 x 10^12 light yrs) announced
1988|Drexel agrees guilt to security felonies, pays a $650 million fine
1988|Duchess of York gives birth to 6 lb 12 oz baby girl
1988|Dutch Liberal Party merged with SDP
1988|Estonia declares sovereignty in internal affairs
1988|Eugene Marino of Atlanta, appointed 1st African American archbishop
1988|Experimental airplane Voyager, piloted by Dick Rutan & Jeana Yeager, complete 1st nonstop, round-the-world flight without refueling lands
1988|Ferdinand & Imelda Marcos indicted on racketeering charges
1988|Fire in Seattle's Space Needle causes evacuation, $2,000 damage
1988|Former Soviet President Brezhnev's son-in-law sentenced to 12-yr (bribery)
1988|France performs nuclear test
1988|François Mitterrand elected President of France
1988|George Bush (R) beats Mike Dukakis (D) for Presidency
1988|George Bush makes campaign promise to support reparations for WW II Japanese-American internees (promise broken, May 1989)
1988|Gilbert, strongest hurricane ever (160 mph), devastates Jamaica
1988|Gorbachev announces 10% unilateral Soviet troop reductions at UN
1988|Hertz car rental will pay out $23 million in consumer fraud case
1988|Hewlett-Packard introduces the HP-28S Advanced Scientific Calculator
1988|Hurricane Gilbert becomes strongest (26.13 barometer) hurricane in Western Hemisphere
1988|IBM announces shipment of 3 millionth PS/2 personal computer
1988|IBM introduces software for artificial intelligence
1988|IRA attack in Roermond, kills 3
1988|Iran says Iraq uses poison gas
1988|Iran-Iraq begin a cease-fire in their 8-year-old war
1988|Iraq says it launched 16 missiles into Tehran
1988|Israel & China sign trade deal, plan diplomatic relations
1988|Israel bans Meir Kahane's Kach Party on grounds of racism
1988|Israel launches 1st satellite, for secret military reconnaissance
1988|"Israel orders 9 Palestinian ""instigators"" deported from W Beirut"
1988|Israel's supreme court uphold's ban on Kahane`s Kach Party as racist
1988|"Jackson Pollock's ""Search"" sold for $4,800,000"
1988|Jailed black nationalist Nelson Mandela struck with tuberculosis
1988|Journalists demand greater press freedom in Yugoslavia
1988|Károly Grósz succeeds party leader János Kádár in Hungary
1988|Lab tests reportedly show Shroud of Turin not Christ`s burial cloth
1988|Latvian flag raised in Riga for 1st time since annexation by USSR
1988|Lebanese kidnappers release Mithileshwar Singh (held for 30 months)
1988|Leslie Manigay elected President of Haiti
1988|"Louise Ritter, US, jumps 6'8"" to win the Olympic gold medal"
1988|Margaret Thatcher becomes longest-serving British PM this century
1988|Massive Earthquake in Armenia kills 100,000 in cities of Leninakan & Spitak
1988|Matti Nykanen becomes winter Olympics 1st triple gold medalist
1988|Meir Kahane renounced US citizenship to stay in Israeli Parliament
1988|Mercedes-Benz pays $20.2-M fine failed to meet '86 US government fuel standard
1988|Microsoft releases MS DOS 4.0
1988|Mikhail Gorbachev cheered by Wall St crowds upon arrival in NYC
1988|Moscow begins withdrawing its 115,000 troops in Afghánistán
1988|NASA launches DOD-2
1988|NASA launches space vehicle S-206
1988|NASA launches space vehicle S-211
1988|NASA launches space vehicle S-213
1988|NASA launches space vehicle S-214
1988|NASA reports accelerated breakdown of ozone layer by CFK
1988|NASA unveils plans for lunar colony & manned missions to Mars
1988|Nazi document implicates Waldheim in WWII deportations
1988|Nelson Mandela is transferred to Victor Vester Prison, Capetown
1988|Nelson Mandela is treated for tuberculosis at the hospital
1988|New York bound Pan Am jumbo jet explodes over Scotland all 258 aboard die
1988|North subpoenas Reagan & Bush as defense witnesses for upcoming trial
1988|Oldest known insect fossils (390 million years) reported in Science
1988|"Pan Am ""Flight 103"" explodes over Lockerbie, Scotland, killing 270"
1988|Panamanian General Manuel Noriega indicted by US grand jury for drugs
1988|Panamanian leader Manuel Noriega indicted on drug charges
1988|Pioneer 6's closest approach to Earth since 1965 launch (1.87 M km)
1988|Yasser Arafat and the PLO proclaims the State of Palestine and recognizes existence of Israel
1988|Polish communist party picks propaganda chief Rakowski as new PM
1988|President Zia ul-Haq fires government/disbands parliament in Pakistan
1988|"Pulitzer prize awarded to Toni Morrison for ""Beloved"""
1988|Ramsewak Shankar sworn in as President of Suriname
1988|Russian troops begin pull out of Afghanistan after 9 year war
1988|Shamir Likud wins election in Israel
1988|Shuttle Atlantis launches world's 1st nuclear-war-fighting satellite
1988|South Africa anti-apartheid leader Sisulu wins $100,000 Human Rights prize
1988|South Africa declares cease-fire in Angola
1988|South Africa signs accord granting independence to South-West Africa
1988|South African apartheid regime bans the UDF
1988|South Korea adopts constitution
1988|South Korean coaches attack the New Zealand referee after disputing his decision, the Olympic Korean boxer stages a 67 minute sit-in
1988|Soviet space shuttle makes unmanned maiden flight (2 orbits)
1988|Soviets 1st scheduled shuttle launch (postponed)
1988|Soviets begin withdrawl in Afghánistán
1988|Soviets stop jamming Radio Liberty for the first time in 38 years
1988|Spanish general strike to protest austerity measures
1988|STS-27 Atlantis lands in California after secret mission
1988|STS-27 Atlantis launched (Secret military mission)
1988|System Enhancement Assoc settles case with PKware (ARC vs PKARC)
1988|Talks break down between Sandinistas and Contras
1988|The first documented combat action by US military advisors in El Salvador
1988|Typhoon Ruby sinks Philippine ferry; hundreds drown
1988|UN estimates Asia's population hit 3 billion
1988|UN General Assembly (151-2) censures US for refusing PLO's Arafat visa
1988|UN peacekeeping forces win Nobel Peace prize
1988|UN votes 151-2 (Isr & US) to move PLO debate to Geneva, Britain abstains
1988|Unexploded WW II bomb found in Frankfurt, Germany-5,000 evacuated
1988|United Airlines Boeing 747SP, circles world in 36 hours 54 minutes 15 seconds
1988|US & Soviet chess grand masters Donaldson & Akhmilovskaya wed
1988|US 2nd Circuit Court of Appeals affirms Yonkers is guilty of racism
1988|US accept immigration of 30,000 US-Vietnamese children
1988|US agrees to talk to Palestine Liberation Org (1st time in 13 yrs)
1988|US Congress discontinues aid to Nicaraguan contras
1988|US Congress votes $20,000 to each Japanese-American interned in WW II
1988|US Federal grand jury indicts Marine Lt. Col. Oliver L. North & Navy Vice Adm. John M. Poindexter in Iran-Contra affair
1988|US imposes economic sanctions on Panama
1988|US performs nuclear test at Nevada Test Site
1988|US Sec of State Shultz narrowly escapes assassin attempt in Bolivia
1988|US Senate passes bill curbing ads during children`s TV shows
1988|US Senate ratified a treaty eliminating medium-range nuclear missiles
1988|US sends 3000 soldiers to Nicaragua's neighbor Honduras
1988|US space shuttle STS-26 launched
1988|US Supreme Court rules trash may be searched without a warrant
1988|US Surgeon General C Everett Koop reports nicotine as addictive as heroin
1988|USS Tennessee, 1st submarine to carry Trident 2 missiles, commissioned
1988|US-Soviet effort free 2 grey whales from frozen Arctic, Barrow, AK
1988|USSR announces it will participate in the Seoul Summer Olympics
1988|USSR launches 3 cosmonauts (Valery Polyakav, 1 Afghan) to station Mir
1988|USSR performs nuclear test at Eastern Kazakhstan/Semipalitinsk USSR
1988|USSR performs nuclear test at Novaya Zemlya USSR
